source,target,type,weight,evidence
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,organization:hochschule-aalen,BUILT_BY,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,category:process-monitoring-ml,IN_CATEGORY,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,modality:process-signal,CONSUMES,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,modality:defect-label,PRODUCES,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,physicsdomain:thermal,OPERATES_ON,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,industry:aerospace,APPLIED_TO,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,industry:medical,APPLIED_TO,1.0,structural
project:a-deep-learning-based-model-for-defect-detection-in-laser-powder-bed-fusion-usin,year:2020,RELEASED_IN,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,organization:qilu-university-of-technology,BUILT_BY,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,category:vision-inspection-ml,IN_CATEGORY,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,modality:x-ray,CONSUMES,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,modality:defect-label,PRODUCES,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-deep-learning-model-for-steel-surface-defect-detection,year:2023,RELEASED_IN,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,organization:unknown,BUILT_BY,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,category:generative-materials,IN_CATEGORY,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,technique:physics-informed-nn,USES_TECHNIQUE,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,modality:chemistry,CONSUMES,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,modality:material,PRODUCES,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,physicsdomain:molecular,OPERATES_ON,1.0,structural
project:a-foundation-model-for-atomistic-materials-chemistry,year:2023,RELEASED_IN,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,organization:chungnam-national-university,BUILT_BY,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,category:dfm-ai,IN_CATEGORY,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,modality:sensor-signal,CONSUMES,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,modality:scalar-field,PRODUCES,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,industry:automotive,APPLIED_TO,1.0,structural
project:a-framework-for-tool-wear-and-remaining-useful-life-prediction-in-machining-proc,year:2025,RELEASED_IN,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,organization:minzu-university-of-china,BUILT_BY,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,category:cad-reconstruction,IN_CATEGORY,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,modality:point-cloud,CONSUMES,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,modality:parametric-cad,PRODUCES,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,industry:aerospace,APPLIED_TO,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,industry:automotive,APPLIED_TO,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-hierarchical-neural-network-for-point-cloud-segmentation-and-geometric-primiti,year:2024,RELEASED_IN,1.0,structural
project:a-lab,organization:lawrence-berkeley-national-laboratory,BUILT_BY,1.0,structural
project:a-lab,category:generative-materials,IN_CATEGORY,1.0,structural
project:a-lab,technique:robotics,USES_TECHNIQUE,1.0,structural
project:a-lab,technique:inverse-design,USES_TECHNIQUE,1.0,structural
project:a-lab,modality:materials-spec,CONSUMES,1.0,structural
project:a-lab,modality:crystal-structure,PRODUCES,1.0,structural
project:a-lab,physicsdomain:molecular,OPERATES_ON,1.0,structural
project:a-lab,year:2023,RELEASED_IN,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,organization:georgia-institute-of-technology,BUILT_BY,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,category:optimization,IN_CATEGORY,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,modality:physics-spec,CONSUMES,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,modality:scalar-field,PRODUCES,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,industry:aerospace,APPLIED_TO,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,industry:energy,APPLIED_TO,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,industry:automotive,APPLIED_TO,1.0,structural
project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,year:2020,RELEASED_IN,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,organization:korea-advanced-institute-of-science-and-technology,BUILT_BY,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,category:generative-materials,IN_CATEGORY,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,technique:transformer,USES_TECHNIQUE,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,technique:diffusion-model,USES_TECHNIQUE,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,technique:gan,USES_TECHNIQUE,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,modality:chemistry,CONSUMES,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,modality:material,PRODUCES,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,physicsdomain:molecular,OPERATES_ON,1.0,structural
project:a-multi-modal-pre-training-transformer-for-universal-transfer-learning-in-metalo,year:2023,RELEASED_IN,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,organization:pohang-university-of-science-and-technology,BUILT_BY,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,category:neural-operator,IN_CATEGORY,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,technique:transformer,USES_TECHNIQUE,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,technique:graph-neural-network,USES_TECHNIQUE,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,technique:neural-operator,USES_TECHNIQUE,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,modality:physics-spec,CONSUMES,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,modality:scalar-field,PRODUCES,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,physicsdomain:multi-physics,OPERATES_ON,1.0,structural
project:a-neural-operator-unifying-graph-neural-networks-and-point-transformers,year:2025,RELEASED_IN,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,organization:technical-university-of-munich,BUILT_BY,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,category:process-monitoring-ml,IN_CATEGORY,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,modality:thermal-image,CONSUMES,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,modality:scalar-field,PRODUCES,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,physicsdomain:thermal,OPERATES_ON,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,industry:aerospace,APPLIED_TO,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,industry:medical,APPLIED_TO,1.0,structural
project:a-new-approach-for-automated-measuring-of-the-melt-pool-geometry-in-laser-powder,year:2021,RELEASED_IN,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,organization:minzu-university-of-china,BUILT_BY,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,category:cad-reconstruction,IN_CATEGORY,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,modality:mesh,CONSUMES,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,modality:parametric-cad,PRODUCES,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,industry:aerospace,APPLIED_TO,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,industry:automotive,APPLIED_TO,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-novel-computational-paradigm-for-reconstructing-solid-cad-features-from-a-segm,year:2024,RELEASED_IN,1.0,structural
project:a-parametric-and-feature-based-cad-dataset-to-support-human-computer-interaction,organization:wuhan-university,BUILT_BY,1.0,structural
project:a-parametric-and-feature-based-cad-dataset-to-support-human-computer-interaction,category:benchmark-dataset,IN_CATEGORY,1.0,structural
project:a-parametric-and-feature-based-cad-dataset-to-support-human-computer-interaction,modality:program,CONSUMES,1.0,structural
project:a-parametric-and-feature-based-cad-dataset-to-support-human-computer-interaction,modality:cad-program,PRODUCES,1.0,structural
project:a-parametric-and-feature-based-cad-dataset-to-support-human-computer-interaction,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-parametric-and-feature-based-cad-dataset-to-support-human-computer-interaction,year:2024,RELEASED_IN,1.0,structural
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,organization:chinese-academy-of-sciences,BUILT_BY,1.0,structural
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,category:dfam-ai,IN_CATEGORY,1.0,structural
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,modality:mesh,CONSUMES,1.0,structural
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,modality:process-plan,PRODUCES,1.0,structural
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,physicsdomain:structural,OPERATES_ON,1.0,structural
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,year:2021,RELEASED_IN,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,organization:brain-germany,BUILT_BY,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,category:medical-engineering-ai,IN_CATEGORY,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,modality:mesh,CONSUMES,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,modality:implant,PRODUCES,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,industry:medical,APPLIED_TO,1.0,structural
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,year:2020,RELEASED_IN,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,organization:australian-research-council,BUILT_BY,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,category:robotics-mfg-ai,IN_CATEGORY,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,modality:image,CONSUMES,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,modality:robot-policy,PRODUCES,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,year:2020,RELEASED_IN,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,organization:south-china-university-of-technology,BUILT_BY,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,category:vision-inspection-ml,IN_CATEGORY,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,modality:x-ray,CONSUMES,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,modality:defect-label,PRODUCES,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,year:2022,RELEASED_IN,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,organization:university-of-kaiserslautern,BUILT_BY,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,category:dfm-ai,IN_CATEGORY,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,modality:brep,CONSUMES,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,modality:process-plan,PRODUCES,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,physicsdomain:none,OPERATES_ON,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,industry:manufacturing,APPLIED_TO,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,industry:automotive,APPLIED_TO,1.0,structural
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,year:2020,RELEASED_IN,1.0,structural
project:abc-dataset,organization:nyu-geometryhub-koch-et-al,BUILT_BY,1.0,structural
project:abc-dataset,category:benchmark-dataset,IN_CATEGORY,1.0,structural
project:abc-dataset,modality:brep,CONSUMES,1.0,structural
project:abc-dataset,modality:brep,PRODUCES,1.0,structural
project:abc-dataset,year:2019,RELEASED_IN,1.0,structural
project:accelerated-data-driven-materials-science-with-the-materials-project,organization:lawrence-berkeley-national-laboratory,BUILT_BY,1.0,structural
project:accelerated-data-driven-materials-science-with-the-materials-project,category:benchmark-dataset,IN_CATEGORY,1.0,structural
project:accelerated-data-driven-materials-science-with-the-materials-project,modality:none,CONSUMES,1.0,structural
project:accelerated-data-driven-materials-science-with-the-materials-project,modality:material,PRODUCES,1.0,structural
project:accelerated-data-driven-materials-science-with-the-materials-project,physicsdomain:molecular,OPERATES_ON,1.0,structural
project:accelerated-data-driven-materials-science-with-the-materials-project,year:2025,RELEASED_IN,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,organization:unknown,BUILT_BY,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,category:differentiable-physics,IN_CATEGORY,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,technique:neural-operator,USES_TECHNIQUE,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,technique:physics-informed-nn,USES_TECHNIQUE,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,modality:physics-spec,CONSUMES,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,modality:scalar-field,PRODUCES,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,physicsdomain:multi-physics,OPERATES_ON,1.0,structural
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,year:2025,RELEASED_IN,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,organization:national-technical-university-of-athens,BUILT_BY,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,category:topology-optimization,IN_CATEGORY,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,technique:topology-optimization,USES_TECHNIQUE,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,modality:physics-spec,CONSUMES,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,modality:topology,PRODUCES,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,physicsdomain:structural,OPERATES_ON,1.0,structural
project:accelerated-topology-optimization-by-means-of-deep-learning,year:2020,RELEASED_IN,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,organization:university-of-pittsburgh,BUILT_BY,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,category:process-monitoring-ml,IN_CATEGORY,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,technique:diffusion-model,USES_TECHNIQUE,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,modality:process-signal,CONSUMES,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,modality:scalar-field,PRODUCES,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,physicsdomain:thermal,OPERATES_ON,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,industry:manufacturing,APPLIED_TO,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,industry:aerospace,APPLIED_TO,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,industry:medical,APPLIED_TO,1.0,structural
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,year:2022,RELEASED_IN,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,organization:sandia-national-laboratories,BUILT_BY,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,category:neural-operator,IN_CATEGORY,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,technique:transformer,USES_TECHNIQUE,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,technique:fourier-neural-operator,USES_TECHNIQUE,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,technique:neural-operator,USES_TECHNIQUE,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,modality:physics-spec,CONSUMES,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,modality:scalar-field,PRODUCES,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,physicsdomain:multi-physics,OPERATES_ON,1.0,structural
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,year:2025,RELEASED_IN,1.0,structural
project:activ-surgical,organization:activ-surgical,BUILT_BY,1.0,structural
project:activ-surgical,category:medical-engineering-ai,IN_CATEGORY,1.0,structural
project:activ-surgical,technique:computer-vision,USES_TECHNIQUE,1.0,structural
project:activ-surgical,technique:surgical-guidance,USES_TECHNIQUE,1.0,structural
project:activ-surgical,modality:video,CONSUMES,1.0,structural
project:activ-surgical,modality:trajectory,PRODUCES,1.0,structural
project:activ-surgical,physicsdomain:none,OPERATES_ON,1.0,structural
project:activ-surgical,industry:medical,APPLIED_TO,1.0,structural
project:activ-surgical,year:2024,RELEASED_IN,1.0,structural
project:adam-copilot,organization:adam,BUILT_BY,1.0,structural
project:adam-copilot,category:cad-copilot,IN_CATEGORY,1.0,structural
project:adam-copilot,technique:llm,USES_TECHNIQUE,1.0,structural
project:adam-copilot,technique:cad-agent,USES_TECHNIQUE,1.0,structural
project:adam-copilot,modality:text,CONSUMES,1.0,structural
project:adam-copilot,modality:mesh,PRODUCES,1.0,structural
project:adam-copilot,physicsdomain:none,OPERATES_ON,1.0,structural
project:adam-copilot,year:2025,RELEASED_IN,1.0,structural
project:adamcad,organization:adam,BUILT_BY,1.0,structural
project:adamcad,category:text-to-cad,IN_CATEGORY,1.0,structural
project:adamcad,technique:llm,USES_TECHNIQUE,1.0,structural
project:adamcad,technique:cad-agent,USES_TECHNIQUE,1.0,structural
project:adamcad,modality:text,CONSUMES,1.0,structural
project:adamcad,modality:parametric-cad,PRODUCES,1.0,structural
project:adamcad,physicsdomain:none,OPERATES_ON,1.0,structural
project:adamcad,year:2025,RELEASED_IN,1.0,structural
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,organization:stanford-university,BUILT_BY,1.0,structural
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,category:neural-operator,IN_CATEGORY,1.0,structural
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,technique:transformer,USES_TECHNIQUE,1.0,structural
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,technique:fourier-neural-operator,USES_TECHNIQUE,1.0,structural
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,technique:neural-operator,USES_TECHNIQUE,1.0,structural
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,modality:physics-spec,CONSUMES,1.0,structural
