source,target,type,weight,evidence
project:a-path-planning-method-of-lattice-structural-components-for-additive-manufacturi,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:a-pilot-study-on-data-driven-adaptive-deep-brain-stimulation-in-chronically-impl,venue:frontiers,PUBLISHED_AT,1.0,url_paper=doi.org
project:a-practical-3d-printed-soft-robotic-prosthetic-hand-with-multi-articulating-capa,venue:plos,PUBLISHED_AT,1.0,url_paper=doi.org
project:a-rail-surface-defect-detection-method-based-on-pyramid-feature-and-lightweight,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:a-survey-on-learning-based-robotic-grasping,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:a-use-case-to-implement-machine-learning-for-life-time-prediction-of-manufacturi,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:abc-dataset,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:accelerated-data-driven-materials-science-with-the-materials-project,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:accelerated-gradient-based-design-optimization-via-differentiable-physics-inform,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:accelerated-topology-optimization-by-means-of-deep-learning,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:accelerating-high-fidelity-thermal-process-simulation-of-laser-powder-bed-fusion,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:activ-surgical,venue:activsurgical,PUBLISHED_AT,1.0,url_primary=www.activsurgical.com
project:adam-cad,venue:adamcad,PUBLISHED_AT,1.0,url_primary=www.adamcad.com
project:adam-copilot,venue:adam,PUBLISHED_AT,1.0,url_primary=adam.new
project:adamcad,venue:adam,PUBLISHED_AT,1.0,url_primary=adam.new
project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:adaptive-fourier-neural-operators-efficient-token-mixers-forn-transformers,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:addiguru,venue:addiguru,PUBLISHED_AT,1.0,url_primary=www.addiguru.com
project:additive-manufacturing-a-machine-learning-model-of-process-structure-property-li,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:additive-manufacturing-application-and-validation-of-machine-learning-based-proc,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:agent-aided-design-for-dynamic-cad-models,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:aibuild,venue:ai-build,PUBLISHED_AT,1.0,url_primary=ai-build.com
project:akselos-digital-twins-guide,venue:akselos,PUBLISHED_AT,1.0,url_primary=akselos.com
project:akselos-rb-fea-technology,venue:akselos,PUBLISHED_AT,1.0,url_primary=support.akselos.com
project:alexandria-materials-database,venue:rub,PUBLISHED_AT,1.0,url_primary=alexandria.icams.rub.de
project:align-analog-layout,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:allegro,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=www.nature.com
project:alpha3d,venue:alpha3d,PUBLISHED_AT,1.0,url_primary=www.alpha3d.io
project:alpha3d-2d-drawing-to-3d,venue:alpha3d,PUBLISHED_AT,1.0,url_primary=www.alpha3d.io
project:alpha3d-game-asset-generation,venue:alpha3d,PUBLISHED_AT,1.0,url_primary=www.alpha3d.io
project:alphachip,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=www.nature.com
project:altair-inspire,venue:altair,PUBLISHED_AT,1.0,url_primary=altair.com
project:altium-365-valiassistant,venue:altium,PUBLISHED_AT,1.0,url_primary=www.altium.com
project:amazon-berkeley-objects,venue:berkeley,PUBLISHED_AT,1.0,url_primary=bcommons.berkeley.edu
project:an-adapted-model-of-cognitive-digital-twins-for-building-lifecycle-management,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:an-improved-method-for-nurbs-surface-based-on-particle-swarm-optimization-bp-neu,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:an-invertible-invariant-crystal-representation-for-inverse-design-of-solid-state,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:an-open-access-tool-for-exploring-machine-learning-model-choice-for-battery-life,venue:frontiers,PUBLISHED_AT,1.0,url_paper=doi.org
project:an-overview-of-learning-based-dexterous-grasping-recent-advances-and-future-dire,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:analyses-of-internal-structures-and-defects-in-materials-using-physics-informed,venue:science,PUBLISHED_AT,1.0,url_paper=doi.org
project:ani-1,venue:rsc,PUBLISHED_AT,1.0,url_paper=doi.org
project:ansys-discovery-ai,venue:ansys,PUBLISHED_AT,1.0,url_primary=www.ansys.com
project:aon3d-basis,venue:aon3d,PUBLISHED_AT,1.0,url_primary=www.aon3d.com
project:apera-ai,venue:apera,PUBLISHED_AT,1.0,url_primary=apera.ai
project:approximate-bayesian-neural-operators-uncertainty-quantification-for-parametric,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:apriori-ai,venue:apriori,PUBLISHED_AT,1.0,url_primary=www.apriori.com
project:aras-ai-assistant,venue:aras,PUBLISHED_AT,1.0,url_primary=aras.com
project:architecture-driven-physics-informed-deep-learning-for-temperature-prediction-in,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:ares-ai-assist,venue:graebert,PUBLISHED_AT,1.0,url_primary=www.graebert.com
project:arkio,venue:arkio,PUBLISHED_AT,1.0,url_primary=www.arkio.is
project:artec-studio,venue:artec3d,PUBLISHED_AT,1.0,url_primary=www.artec3d.com
project:artificial-intelligence-and-smart-vision-for-building-and-construction-40-machin,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:artificial-intelligence-and-the-future-of-surgical-robotics,venue:wolters-kluwer-health,PUBLISHED_AT,1.0,url_paper=doi.org
project:assetformer-modular-3d-assets-generation-with-autoregressive-transformer,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:astrus-ai,venue:astrus,PUBLISHED_AT,1.0,url_primary=www.astrus.ai
project:atomistic-line-graph-neural-network-for-improved-materials-property-predictions,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:augmenta,venue:augmenta,PUBLISHED_AT,1.0,url_primary=www.augmenta.ai
project:augmented-physics-informed-neural-networks-apinns-a-gating-network-based-soft-do,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:aurora-microsoft,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:authentise-flowsam,venue:authentise,PUBLISHED_AT,1.0,url_primary=www.authentise.com
project:autobrep-autoregressive-b-rep-generation-with-unified-topology-and-geometry,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:autockt,venue:date-conference,PUBLISHED_AT,1.0,url_paper=past.date-conference.com
project:autodesk-assistant,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.autodesk.com
project:autodesk-forma,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.autodesk.com
project:autodesk-fusion-ai-automation,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.autodesk.com
project:autodesk-project-bernini,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.research.autodesk.com
project:autodesk-recap-pro,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.autodesk.com
project:automated-defect-detection-in-digital-radiography-of-aerospace-welds-using-deep,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:automatic-detection-and-classification-of-defective-areas-on-metal-parts-by-usin,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:automatic-melt-pool-tracking-and-segmentation-in-laser-powder-bed-fusion-using-x,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:autopcb,venue:devpost,PUBLISHED_AT,1.0,url_primary=devpost.com
project:aveva-industrial-ai-assistant,venue:aveva,PUBLISHED_AT,1.0,url_primary=www.aveva.com
project:ax,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:backflip-ai,venue:backflip,PUBLISHED_AT,1.0,url_primary=www.backflip.ai
project:backflip-onshape-plugin,venue:backflip,PUBLISHED_AT,1.0,url_primary=www.backflip.ai
project:bayesian-optimization-of-combinatorial-structures,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:bayesopt,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:bc-pinn-an-adaptive-physics-informed-neural-network-based-on-biased-multiobjecti,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:behavior-1k,venue:stanford,PUBLISHED_AT,1.0,url_primary=behavior.stanford.edu
project:bentley-copilot,venue:bentley,PUBLISHED_AT,1.0,url_primary=www.bentley.com
project:beyondmath,venue:beyondmath,PUBLISHED_AT,1.0,url_primary=beyondmath.com
project:biomimetic-scaffolds-using-triply-periodic-minimal-surface-based-porous-structur,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:blending-neural-operators-and-relaxation-methods-in-pde-numerical-solvers,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:boston-dynamics-stretch,venue:bostondynamics,PUBLISHED_AT,1.0,url_primary=bostondynamics.com
project:botorch,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:bpnet-bezier-primitive-segmentation-on-3d-point-clouds,venue:ijcai,PUBLISHED_AT,1.0,url_paper=doi.org
project:brax-a-differentiable-physics-engine-for-large-scale-rigid-body-simulation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:brep2seq-a-dataset-and-hierarchical-deep-learning-network-for-reconstruction-and,venue:oxford-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:brepgat-graph-neural-network-to-segment-machining-feature-faces-in-a-b-rep-model,venue:oxford-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:brepgen-a-b-rep-generative-diffusion-model-with-structured-latent-geometry,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:brepmae-self-supervised-masked-brep-autoencoders-for-machining-feature-recogniti,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:brepnet,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:bricscad-ai,venue:bricsys,PUBLISHED_AT,1.0,url_primary=www.bricsys.com
project:buildcad-ai,venue:buildcad,PUBLISHED_AT,1.0,url_primary=buildcad.ai
project:buildots,venue:buildots,PUBLISHED_AT,1.0,url_primary=buildots.com
project:cad-assistant-tool-augmented-vllms-as-generic-cad-task-solvers,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-coder-an-open-source-vision-language-model-for-computer-aided-design-code-ge,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-gpt-synthesising-cad-construction-sequence-with-spatial-reasoning-enhanced-m,venue:aaai,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-llama-leveraging-large-language-models-for-computer-aided-design-parametric,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-mllm,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:cad-prompted-generative-models-a-pathway-to-feasible-and-novel-engineering-desig,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-recode-reverse-engineering-cad-code-from-point-clouds,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-signet-cad-language-inference-from-point-clouds-using-layer-wise-sketch-inst,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:cad-translator-an-effective-drive-for-text-to-3d-parametric-computer-aided-desig,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadabra,venue:cadabrai,PUBLISHED_AT,1.0,url_primary=cadabrai.com
project:cadcl-reconstruct-parametric-cad-models-from-b-rep-via-contrastive-learning,venue:oxford-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadcrafter-generating-computer-aided-design-models-from-unconstrained-images,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:caddreamer-cad-object-generation-from-single-view-images,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadence-cerebrus,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-cerebrus-ai-studio,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-jedai-platform,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-joules-rtl-design-studio,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-optimality-intelligent-system-explorer,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-spectre-fmc-analysis,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-verisium,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadence-voltus-insightai,venue:cadence,PUBLISHED_AT,1.0,url_primary=www.cadence.com
project:cadgcl-unsupervised-retrieval-of-cad-models-via-boundary-representations,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadparser-a-learning-approach-of-sequence-modeling-for-b-rep-cad,venue:ijcai,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadtalk-an-algorithm-and-benchmark-for-semantic-commenting-of-cad-programs,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadtrans-a-code-tree-guided-cad-generative-transformer-model-with-regularized-di,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:cadvlm-bridging-language-and-vision-in-the-generation-of-parametric-cad-sketches,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:camd,venue:rsc,PUBLISHED_AT,1.0,url_paper=doi.org
project:capri-net-learning-compact-cad-shapes-with-adaptive-primitive-assembly,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:carbon-design-engine,venue:carbon3d,PUBLISHED_AT,1.0,url_primary=www.carbon3d.com
project:cascading-convolutional-neural-network-for-steel-surface-defect-detection,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:castor-ai,venue:3dcastor,PUBLISHED_AT,1.0,url_primary=www.3dcastor.com
project:catia-ai-driven-generative-experiences,venue:3ds,PUBLISHED_AT,1.0,url_primary=www.3ds.com
project:catia-performance-driven-generative-design,venue:3ds,PUBLISHED_AT,1.0,url_primary=www.3ds.com
project:celus-design-platform,venue:celus,PUBLISHED_AT,1.0,url_primary=www.celus.io
project:cfdbench,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:challenges-of-real-world-reinforcement-learning-definitions-benchmarks-and-analy,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:chaospy,venue:readthedocs,PUBLISHED_AT,1.0,url_primary=chaospy.readthedocs.io
project:chat-with-proficy,venue:gevernova,PUBLISHED_AT,1.0,url_primary=www.gevernova.com
project:chateda,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:chatgpt-enterprise,venue:openai,PUBLISHED_AT,1.0,url_primary=openai.com
project:chgnet,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=www.nature.com
project:chip-placement-with-deep-reinforcement-learning,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:chipnemo,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:citrine-informatics,venue:citrine,PUBLISHED_AT,1.0,url_primary=citrine.io
project:clarifai,venue:clarifai,PUBLISHED_AT,1.0,url_primary=www.clarifai.com
project:clay-a-controllable-large-scale-generative-model-for-creating-high-quality-3d-as,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:climatebench,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:climsim,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:cloudnc-cam-assist,venue:cloudnc,PUBLISHED_AT,1.0,url_primary=www.cloudnc.com
project:cmr-surgical-versius,venue:cmrsurgical,PUBLISHED_AT,1.0,url_primary=cmrsurgical.com
project:co3d,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:cofactr-docai,venue:cofactr,PUBLISHED_AT,1.0,url_primary=www.cofactr.com
project:cognex-visionpro-deep-learning,venue:cognex,PUBLISHED_AT,1.0,url_primary=www.cognex.com
project:cognitive-design-20,venue:cognitive-design-systems,PUBLISHED_AT,1.0,url_primary=www.cognitive-design-systems.com
project:colab-autoreview,venue:colabsoftware,PUBLISHED_AT,1.0,url_primary=www.colabsoftware.com
project:colmap,venue:github,PUBLISHED_AT,1.0,url_primary=colmap.github.io
project:complexgen-cad-reconstruction-by-b-rep-chain-complex-generation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:computer-vision-for-automatic-defect-detection-of-self-pierce-rivet-joints,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:computer-vision-for-industrial-defect-detection,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:condition-monitoring-and-life-prediction-of-the-turning-tool-based-on-extreme-le,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:conformis,venue:conformis,PUBLISHED_AT,1.0,url_primary=www.conformis.com
project:construction-with-digital-twin-information-systems,venue:cambridge-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:contextcapture,venue:bentley,PUBLISHED_AT,1.0,url_primary=www.bentley.com
project:controllable-inverse-design-of-auxetic-metamaterials-using-deep-learning,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:convolutional-lstm-based-melt-pool-prediction-from-images-of-laser-tool-path-str,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:convolutional-neural-operators-for-robust-and-accurate-learning-of-pdes,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:covariant,venue:covariant,PUBLISHED_AT,1.0,url_primary=covariant.ai
project:crabnet-for-explainable-deep-learning-in-materials-science-bridging-the-gap-betw,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:craftsman3d-high-fidelity-mesh-generation-with-3d-native-diffusion-and-interacti,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:creo-generative-design,venue:ptc,PUBLISHED_AT,1.0,url_primary=www.ptc.com
project:creo-generative-design-topology,venue:ptc,PUBLISHED_AT,1.0,url_primary=www.ptc.com
project:crm-single-image-to-3d-textured-mesh-with-convolutional-reconstruction-model,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:crystal-diffusion-variational-autoencoder-for-periodic-material-generation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:crystal-graph-convolutional-neural-networks-for-an-accurate-and-interpretable-pr,venue:american-physical-society,PUBLISHED_AT,1.0,url_paper=doi.org
project:csg-stump-a-learning-friendly-csg-like-representation-for-interpretable-shape-pa,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:csgnet-neural-shape-parser-for-constructive-solid-geometry,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:csm-ai,venue:csm,PUBLISHED_AT,1.0,url_primary=www.csm.ai
project:cvit-continuous-vision-transformer-for-operator-learning,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:cvxpylayers,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:cyclone-3dr,venue:leica-geosystems,PUBLISHED_AT,1.0,url_primary=leica-geosystems.com
project:dafoam-an-open-source-adjoint-framework-for-multidisciplinary-design-optimizatio,venue:aiaa,PUBLISHED_AT,1.0,url_paper=doi.org
project:dakota,venue:sandia,PUBLISHED_AT,1.0,url_primary=dakota.sandia.gov
project:dassault-virtual-companions,venue:3ds,PUBLISHED_AT,1.0,url_primary=www.3ds.com
project:data-driven-melt-pool-monitoring-and-defect-prediction-in-lpbf-of-ti-6al-4v-allo,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:data-driven-modelling-of-scalable-spinodoid-structures-for-energy-absorption,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:data-driven-topology-optimization-for-multiscale-biomimetic-spinodal-design,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:data-driven-topology-optimization-using-a-multitask-conditional-variational-auto,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:data-efficient-deep-learning-for-printed-circuit-board-defect-detection-using-x,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:data-efficient-inverse-design-of-spinodoid-metamaterials,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:dataset-and-method-for-deep-learning-based-reconstruction-of-3d-cad-models-conta,venue:oxford-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-generative-design-integration-of-topology-optimization-and-generative-model,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-aided-topology-optimization-of-phononic-crystals,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-and-computer-vision-techniques-for-enhanced-quality-control-in-man,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-based-data-fusion-method-for-in-situ-porosity-detection-in-laser-b,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-based-inverse-design-of-phononic-crystals-for-anticipated-wave-att,venue:aip,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-based-inverse-design-of-three-dimensional-architected-cellular-mat,venue:taylor-francis,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-based-melt-pool-and-porosity-detection-in-components-fabricated-by,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-based-solder-joint-defect-detection-on-industrial-printed-circuit,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-based-steel-pipe-weld-defect-detection,venue:taylor-francis,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-enabled-on-demand-design-of-chiral-metamaterials,venue:acs,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-enabled-tool-compensation-for-addressing-shape-distortion-in-sheet,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-for-size-agnostic-inverse-design-of-random-network-3d-printed-mech,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-for-topology-optimization-of-2d-metamaterials,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-frameworks-for-structural-topology-optimization,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-in-sheet-metal-bending-with-a-novel-theory-guided-deep-neural-netw,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-of-dispersion-engineering-in-two-dimensional-phononic-crystals,venue:taylor-francis,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-learning-to-analyze-spatter-and-melt-pool-behavior-during-additive-manufact,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-neural-operator-enabled-digital-twin-modeling-for-additive-manufacturing,venue:aims-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:deep-transfer-learning-based-on-sparse-autoencoder-for-remaining-useful-life-pre,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:deepcad,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:deeponet,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:deeppcb,venue:deeppcb,PUBLISHED_AT,1.0,url_primary=deeppcb.ai
project:deepxde,venue:readthedocs,PUBLISHED_AT,1.0,url_primary=deepxde.readthedocs.io
project:defect-detection-for-printed-circuit-board-assembly-using-deep-learning,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:density-topology-optimization-method-based-on-neural-network,venue:ios-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:designcenter-nx-cad-ai,venue:siemens,PUBLISHED_AT,1.0,url_primary=plm.sw.siemens.com
project:detection-and-classification-of-defects-on-printed-circuit-board-assembly-throug,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:development-and-improvement-of-deep-learning-based-automated-defect-detection-fo,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:development-of-a-deep-learning-machining-feature-recognition-network-for-recogni,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:dex-net-20-deep-learning-to-plan-robust-grasps-with-synthetic-point-clouds-and-a,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:dfmpro,venue:dfmpro,PUBLISHED_AT,1.0,url_primary=dfmpro.com
project:dfmpro-for-solidworks,venue:dfmpro,PUBLISHED_AT,1.0,url_primary=dfmpro.com
project:diabatix,venue:diabatix,PUBLISHED_AT,1.0,url_primary=www.diabatix.com
project:diffcsp,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:diffeqfluxjl,venue:sciml,PUBLISHED_AT,1.0,url_primary=docs.sciml.ai
